# Generated by tools/agent/objdiff_report.py --update-inventory.
# address	size	name
0x08000000	0x4	entry_branch
0x0801cfa0	0xa8	Bg_WriteTilePair
0x0801d048	0x4c	LevelCleared_ShowKindLabel
0x0801d094	0x28	LevelCleared_ShowExtLabel
0x0801d0bc	0x94	Screen_ClearRect
0x0801d150	0x118	Credits_Init
0x0801d268	0xd4	Credits_LoadBgGfx
0x0801d33c	0xfc	Credits_LoadFrogGfx
0x0801d438	0x94	Credits_InitScrollPage2
0x0801d4cc	0xa4	Credits_InitScrollPage1
0x0801d570	0x310	Credits_ScrollTick
0x0801d880	0x19c	Credits_LoadGfx
0x0801da1c	0x198	BgScroll_TileWipeTransition
0x0801dbb4	0x2ea	Credits_DrawLine
0x0801dea0	0x1d6	Credits_DrawLineAlt
0x0801e078	0xa0	Credits_FadeTransition
0x0801e118	0x92	Screen_FadeSequence
0x0801e1ac	0x50	Credits_Tick
0x0801e1fc	0x72	Credits_FillPage
0x0801e270	0x1a	WaitFrames
0x0801e28c	0x468	Level_Load
0x0801e6f4	0x44	Continue_SetWindowFill
0x0801e738	0xc0	OptionsMenu_Init
0x0801e7f8	0x210	OptionsMenu_Update
0x0801ea08	0x4cc	sub_0801EA08
0x0801eed4	0x14c	sub_0801EED4
0x0801f020	0x1c0	sub_0801F020
0x0801f1e0	0x238	FileSelect_DrawSlots
0x0801f418	0x148	FileSelect_Init
0x0801f560	0x124	FileSelect_Update
0x0801f684	0x238	SaveSlot_DrawAllSlots
0x0801f8bc	0xb4	SaveSlot_DrawSelectionCursor
0x0801f970	0x39c	SaveSlot_UpdateScreen
0x0801fd0c	0x15c	WinPoseScreen_Init
0x0801fe68	0x24c	WinPoseScreen_Update
0x080200b4	0xf4	WinPoseScreen_DrawBg
0x080201a8	0x20	GameMode_Options
0x080201c8	0x20	GameMode_Menu07
0x080201e8	0x20	GameMode_Menu27
0x08020208	0x34	MenuRouter_ResetCursor2
0x0802023c	0x34	MenuRouter_ResetCursor1
0x08020270	0x38	MenuRouter_BeginReload
0x080202a8	0x20	GameMode_FileSelect
0x080202c8	0x30	SaveMenu_ResetDispatcher
0x080202f8	0x90	SaveMenu_DrawWorldInfoRow
0x08020388	0x8c	LevelLayout_InitManager
0x08020414	0x90	Entity_ProximitySound
0x080204a4	0x134	TileSound_Update
0x080205d8	0x332	Entity_DispatchSound
0x0802090c	0x224	Entity_PlayStateSound
0x08020b30	0x20	SoundMixer_Init
0x08020b50	0x10	SoundMixer_Stop
0x08020b60	0x16	SoundSystem_StopAll
0x08020b78	0x10	SoundSystem_FadeOut
0x08020b88	0x24	Sound_PlayIfEnabled
0x08020bac	0x14	Sound_DrainIfActive
0x08020bc0	0x24	Sound_ServiceQueue
0x08020be4	0xc	SoundSlot_SetVolumeByte
0x08020bf0	0x24	Sound_ClearActiveFlag
0x08020c14	0x28	SoundSlot_EnableAndLoad
0x08020c3c	0x1c	Music_Stop
0x08020c58	0x20	Music_Resume
0x08020c78	0x2c	Sound_Play
0x08020ca4	0x38	Sound_PlayWithPan
0x08020cdc	0x50	Sound_PlayNearEntity
0x08020d2c	0x74	Entity_PlaySoundOnScreenEnter
0x08020da0	0x24	Sound_ReplaySlotEntry
0x08020dc4	0x50	SoundEntry_Play
0x08020e14	0x68	Entity_CheckProximityAndPlaySound
0x08020e7c	0x1c	SoundEntry_Stop
0x08020e98	0x40	SoundChannel_BroadcastValue
0x08020ed8	0xc	SoundChannelTable_SetCounter
0x08020ee4	0x24	Sound_IncrementChannelDepth
0x08020f08	0x34	Sound_DecrementChannelDepth
0x08020f3c	0xa8	EntityMover_Tick
0x08020fe4	0xbc	Entity_UpdateMovers
0x080210a0	0xa0	Entity_InitSlotFromRecord
0x08021140	0x3d0	LevelLayout_WalkRecords
0x08021510	0x2c4	Entity_WalkCompactRecords
0x080217d4	0x62	Entity_WaypointDirectionCompare
0x08021838	0x184	Entity_AdvanceWaypoint
0x080219bc	0x10c	Entity_FollowPath
0x08021ac8	0x234	sub_08021AC8
0x08021cfc	0x138	Entity_UpdateOrbitalPosition
0x08021e34	0x8a	Entity_IsInTileRange
0x08021ec0	0x2c	TileEntry_CalcDirection
0x08021eec	0x30	Entity_InitFromLayout
0x08021f1c	0x48	DirToMotion
0x08021f64	0xf8	LevelLayout_LoadSlots3113C8
0x0802205c	0x66	LevelLayout_LoadSlots311074
0x080220c4	0x9c	SpawnDispatchedEntities
0x08022160	0x9c	SpawnEntitiesIfScrolled
0x080221fc	0xc0	SpawnVarHeightEntities
0x080222bc	0xa4	SpawnRowGroupEntities
0x08022360	0xd4	InitSpecialEntitySlots
0x08022434	0x2fc	UpdateLogPairEntities
0x08022730	0x28	SpawnEntitySlot2
0x08022758	0x24	SpawnZone_Slot02
0x0802277c	0x38	UpdateZone_Slots36to3D
0x080227b4	0x28	StreamInit_Slot2F
0x080227dc	0x24	SpawnZone_Slot2F
0x08022800	0x38	UpdateZone_Slots19to26
0x08022838	0x4c	StreamInit_Slots3Eto44
0x08022884	0x28	StreamInit_Slot05
0x080228ac	0x24	SpawnZone_Slot05
0x080228d0	0x2c	SpawnEntitySlot47
0x080228fc	0x24	SpawnZone_Slot47
0x08022920	0x38	UpdateZone_Slots4Cto53
0x08022958	0x28	StreamInit_Slot02
0x08022980	0x24	Pickup_LoadSlotGroup_2
0x080229a4	0x28	StreamInit_Slot06
0x080229cc	0x24	Pickup_LoadSlotGroup_6
0x080229f0	0x38	UpdateZone_Slots3Eto44
0x08022a28	0x74	SpawnNearbyEntities
0x08022a9c	0x2c	StreamInit_Slot59
0x08022ac8	0x24	SpawnZone_Slot59
0x08022aec	0x60	LevelLayout_StreamInit
0x08022b4c	0x44	LevelEntities_Init
0x08022b90	0x1e	LevelEntities_Start
0x08022bb0	0x1c	Pickup_ResetLiveSlots
0x08022bcc	0x78	EntityGroup_UpdatePickupsA
0x08022c44	0x90	EntityGroup_UpdatePickupsB
0x08022cd4	0x78	SpawnEntityGroup_Slot0C
0x08022d4c	0x90	SpawnEntityGroups_Slot1A_22_2A
0x08022ddc	0xca	EntityGroup_UpdateMovers
0x08022ea8	0xa4	LevelLayout_SpawnGroup311C80
0x08022f4c	0xa0	LevelLayout_SpawnGroup311EC0
0x08022fec	0x208	UpdateLogPairEntities2
0x080231f4	0x28	StreamInit_Slot02_Alt
0x0802321c	0x28	LevelLayout_InitSlot6
0x08023244	0x88	LevelLayout_InitGroup3116B8
0x080232cc	0x68	LevelLayout_InitGroup311C80
0x08023334	0x2c	StreamInit_Slot43
0x08023360	0x24	EntityGroup_CheckPickups_Slot0x43
0x08023384	0x2c	StreamInit_Slot4E
0x080233b0	0x24	EntityGroup_CheckPickups_Slot0x4E
0x080233d4	0x2c	StreamInit_Slot3E
0x08023400	0x24	EntityGroup_CheckPickups_Slot0x3E
0x08023424	0x78	EntityGroup_LoadAndUpdateMovers_311EC0
0x0802349c	0x4c	SpawnEntityPair_Slot5B_5C
0x080234e8	0x2c	EntityGroup_LoadLayout_Slot0x5F
0x08023514	0x24	EntityGroup_CheckPickups_Slot0x5F
0x08023538	0x5c	LevelLayout_SpawnInit
0x08023594	0x32	LevelLayout_Update
0x080235c8	0xb4	LevelEntityBatch_SpawnAndClassify
0x0802367c	0x78	LevelEntity_AnimAndSpawn
0x080236f4	0x3c0	sub_080236F4
0x08023ab4	0x10c	LevelEntities_SpawnGroup10
0x08023bc0	0x3a8	sub_08023BC0
0x08023f68	0x44	LevelLayout_312D60_SpawnEntities
0x08023fac	0x4c	LevelLayout_312D60_UpdateEntities
0x08023ff8	0x2c	LevelLayout_312228_PlaceEntities
0x08024024	0x24	LevelLayout_312228_ProcessEntities
0x08024048	0x28	LevelLayout_312148_PlaceEntities
0x08024070	0x24	LevelLayout_312148_ProcessEntities
0x08024094	0x4c	LevelLayout_LoadEntities28
0x080240e0	0x58	LevelLayout_InitEntities28
0x08024138	0x48	LevelLayout_LoadEntities33
0x08024180	0x4c	LevelLayout_LoadEntities59
0x080241cc	0x68	LevelLayout_InitEntities59
0x08024234	0x2c	LevelLayout_LoadEntity5F
0x08024260	0x4c	UpdateEntitySlot5F
0x080242ac	0x2c	LoadEntitySlot61
0x080242d8	0x2c	LoadEntitySlot65
0x08024304	0x24	InitEntitySlot65
0x08024328	0x68	InitEntitySlots67_6B
0x08024390	0x44	InitEntitySlots0A_13
0x080243d4	0x6e	InitEntitySlot71WithDifficulty
0x08024444	0x2c	LoadEntitySlot77
0x08024470	0x24	sub_08024470
0x08024494	0x64	sub_08024494
0x080244f8	0x3c	sub_080244F8
0x08024534	0x278	sub_08024534
0x080247ac	0x28	sub_080247AC
0x080247d4	0x24	sub_080247D4
0x080247f8	0x28	sub_080247F8
0x08024820	0x24	sub_08024820
0x08024844	0x28	sub_08024844
0x0802486c	0x24	sub_0802486C
0x08024890	0x54	sub_08024890
0x080248e4	0x38	sub_080248E4
0x0802491c	0x54	sub_0802491C
0x08024970	0x38	sub_08024970
0x080249a8	0x40	sub_080249A8
0x080249e8	0x38	sub_080249E8
0x08024a20	0x28	sub_08024A20
0x08024a48	0x24	sub_08024A48
0x08024a6c	0x2c	sub_08024A6C
0x08024a98	0x2c	sub_08024A98
0x08024ac4	0x24	sub_08024AC4
0x08024ae8	0x54	sub_08024AE8
0x08024b3c	0x2c	sub_08024B3C
0x08024b68	0x168	sub_08024B68
0x08024cd0	0xec	sub_08024CD0
0x08024dbc	0x212	sub_08024DBC
0x08024fd0	0xbc	sub_08024FD0
0x0802508c	0xf4	sub_0802508C
0x08025180	0x28	sub_08025180
0x080251a8	0x24	sub_080251A8
0x080251cc	0x28	sub_080251CC
0x080251f4	0x24	sub_080251F4
0x08025218	0x28	sub_08025218
0x08025240	0x24	sub_08025240
0x08025264	0x4c	sub_08025264
0x080252b0	0x38	sub_080252B0
0x080252e8	0x44	sub_080252E8
0x0802532c	0x38	sub_0802532C
0x08025364	0x2c	sub_08025364
0x08025390	0x60	sub_08025390
0x080253f0	0x4c	sub_080253F0
0x0802543c	0x48	sub_0802543C
0x08025484	0x58	sub_08025484
0x080254dc	0x2c	sub_080254DC
0x08025508	0x70	sub_08025508
0x08025578	0x44	sub_08025578
0x080255bc	0x38	sub_080255BC
0x080255f4	0x2c	sub_080255F4
0x08025620	0x24	sub_08025620
0x08025644	0x84	sub_08025644
0x080256c8	0x64	sub_080256C8
0x0802572c	0x1d8	sub_0802572C
0x08025904	0xc0	sub_08025904
0x080259c4	0x328	sub_080259C4
0x08025cec	0x28	sub_08025CEC
0x08025d14	0x24	sub_08025D14
0x08025d38	0x28	sub_08025D38
0x08025d60	0x24	sub_08025D60
0x08025d84	0x28	sub_08025D84
0x08025dac	0x24	sub_08025DAC
0x08025dd0	0x2c	sub_08025DD0
0x08025dfc	0x64	sub_08025DFC
0x08025e60	0x54	sub_08025E60
0x08025eb4	0x38	sub_08025EB4
0x08025eec	0x4c	sub_08025EEC
0x08025f38	0x38	sub_08025F38
0x08025f70	0x4c	sub_08025F70
0x08025fbc	0x38	sub_08025FBC
0x08025ff4	0x2c	sub_08025FF4
0x08026020	0x70	sub_08026020
0x08026090	0x44	sub_08026090
0x080260d4	0x38	sub_080260D4
0x0802610c	0x80	sub_0802610C
0x0802618c	0x6c	sub_0802618C
0x080261f8	0x48	sub_080261F8
0x08026240	0x2c	sub_08026240
0x0802626c	0x24	sub_0802626C
0x08026290	0x64	sub_08026290
0x080262f4	0x3c	sub_080262F4
0x08026330	0x124	sub_08026330
0x08026454	0x64	sub_08026454
0x080264b8	0x64	sub_080264B8
0x0802651c	0xb8	sub_0802651C
0x080265d4	0x2f4	sub_080265D4
0x080268c8	0x44	sub_080268C8
0x0802690c	0x38	sub_0802690C
0x08026944	0x68	sub_08026944
0x080269ac	0x38	sub_080269AC
0x080269e4	0x28	sub_080269E4
0x08026a0c	0x24	sub_08026A0C
0x08026a30	0x28	sub_08026A30
0x08026a58	0x40	sub_08026A58
0x08026a98	0x38	sub_08026A98
0x08026ad0	0x44	sub_08026AD0
0x08026b14	0x70	sub_08026B14
0x08026b84	0x54	sub_08026B84
0x08026bd8	0x38	sub_08026BD8
0x08026c10	0x58	sub_08026C10
0x08026c68	0x58	sub_08026C68
0x08026cc0	0x28	sub_08026CC0
0x08026ce8	0x24	sub_08026CE8
0x08026d0c	0x28	sub_08026D0C
0x08026d34	0x24	sub_08026D34
0x08026d58	0x74	sub_08026D58
0x08026dcc	0x74	sub_08026DCC
0x08026e40	0x2c	sub_08026E40
0x08026e6c	0x24	sub_08026E6C
0x08026e90	0x4c	sub_08026E90
0x08026edc	0x38	sub_08026EDC
0x08026f14	0x78	sub_08026F14
0x08026f8c	0x74	sub_08026F8C
0x08027000	0xc0	sub_08027000
0x080270c0	0x78	sub_080270C0
0x08027138	0x1d8	sub_08027138
0x08027310	0x28	sub_08027310
0x08027338	0x24	sub_08027338
0x0802735c	0x28	sub_0802735C
0x08027384	0x24	sub_08027384
0x080273a8	0x28	sub_080273A8
0x080273d0	0x24	sub_080273D0
0x080273f4	0x64	sub_080273F4
0x08027458	0x38	sub_08027458
0x08027490	0x2c	sub_08027490
0x080274bc	0x54	sub_080274BC
0x08027510	0x48	sub_08027510
0x08027558	0x2c	sub_08027558
0x08027584	0x2c	sub_08027584
0x080275b0	0x4c	sub_080275B0
0x080275fc	0x38	sub_080275FC
0x08027634	0x4c	sub_08027634
0x08027680	0x38	sub_08027680
0x080276b8	0x3c	sub_080276B8
0x080276fc	0x48	sub_080276FC
0x08027744	0x2c	sub_08027744
0x08027770	0x24	sub_08027770
0x08027794	0x60	sub_08027794
0x080277f4	0x38	sub_080277F4
0x0802782c	0xb0	sub_0802782C
0x080278dc	0x1e8	sub_080278DC
0x08027ac4	0x1c0	sub_08027AC4
0x08027c84	0x94	wave_effect
0x08027d18	0x28	sub_08027D18
0x08027d40	0x24	sub_08027D40
0x08027d64	0x28	sub_08027D64
0x08027d8c	0x24	sub_08027D8C
0x08027db0	0x28	sub_08027DB0
0x08027dd8	0x24	sub_08027DD8
0x08027dfc	0x40	sub_08027DFC
0x08027e3c	0x28	sub_08027E3C
0x08027e64	0x4c	sub_08027E64
0x08027eb0	0x38	sub_08027EB0
0x08027ee8	0x58	sub_08027EE8
0x08027f40	0x38	sub_08027F40
0x08027f78	0x58	sub_08027F78
0x08027fd0	0x38	sub_08027FD0
0x08028008	0x7c	sub_08028008
0x08028084	0x44	sub_08028084
0x080280c8	0x50	sub_080280C8
0x08028118	0x70	sub_08028118
0x08028188	0x2c	sub_08028188
0x080281b4	0x24	sub_080281B4
0x080281d8	0x60	sub_080281D8
0x08028238	0x38	sub_08028238
0x08028270	0x2b0	sub_08028270
0x08028520	0x5c	sub_08028520
0x0802857c	0x84	sub_0802857C
0x08028600	0x84	sub_08028600
0x08028684	0x9c	sub_08028684
0x08028720	0x5c	sub_08028720
0x0802877c	0xdc	sub_0802877C
0x08028858	0x240	sub_08028858
0x08028a98	0xfc	sub_08028A98
0x08028b94	0x74c	sub_08028B94
0x080292e0	0x168	sub_080292E0
0x08029448	0x164	sub_08029448
0x080295ac	0x28	sub_080295AC
0x080295d4	0x24	sub_080295D4
0x080295f8	0x28	sub_080295F8
0x08029620	0x24	sub_08029620
0x08029644	0x28	sub_08029644
0x0802966c	0x24	sub_0802966C
0x08029690	0x28	sub_08029690
0x080296b8	0x58	LevelLayout_SpawnGroup317A4C
0x08029710	0x38	sub_08029710
0x08029748	0x38	sub_08029748
0x08029780	0x2c	sub_08029780
0x080297ac	0x44	sub_080297AC
0x080297f0	0x38	sub_080297F0
0x08029828	0x44	sub_08029828
0x0802986c	0xa18	sub_0802986C
0x0802a284	0x14	sub_0802A284
0x0802a298	0x40	sub_0802A298
0x0802a2d8	0x18	sub_0802A2D8
0x0802a2f0	0xa4	SpawnGrid_SpawnWave2
0x0802a394	0x96	EntityGroup14_Tick
0x0802a42c	0x78	SpawnGrid_SpawnWave1
0x0802a4a4	0x92	EntityGroup16_Tick
0x0802a538	0x104	GateEvent_HandleEntity30
0x0802a63c	0x2c0	SpawnGrid_UpdateSection
0x0802a8fc	0x100	Entity10_UpdateStatus
0x0802a9fc	0xec	Entity12_TickStateMachine
0x0802aae8	0x2	sub_0802AAE8
0x0802aaec	0x28	EntitySlot10_LoadLayout
0x0802ab14	0x50	EntitySlot17_Update
0x0802ab64	0x4c	EntitySlot17_Init
0x0802abb0	0x2c	EntitySlot12_LoadLayout
0x0802abdc	0x84	RoomEntities_Update
0x0802ac60	0x54	RoomEntities_Init
0x0802acb4	0x25c	RoomFrogEntity_Update
0x0802af10	0x3c	sub_0802AF10
0x0802af4c	0x38	sub_0802AF4C
0x0802af84	0x3c	sub_0802AF84
0x0802afc0	0x38	sub_0802AFC0
0x0802aff8	0xe	sub_0802AFF8
0x0802b008	0x2e4	sub_0802B008
0x0802b2ec	0xc4	sub_0802B2EC
0x0802b3b0	0x108	sub_0802B3B0
0x0802b4b8	0x51c	sub_0802B4B8
0x0802b9d4	0x90	FrogPos_UpdateEntities
0x0802ba64	0x94	FrogGoal_UpdateEntities
0x0802baf8	0x64	PadGrid_SpawnTypeA
0x0802bb5c	0x64	Walker_SpawnAtTile
0x0802bbc0	0x3c	Pos2D_ClampToBounds
0x0802bbfc	0x28	Walker_LoadLayout
0x0802bc24	0x28	GateRoom_LoadLayout
0x0802bc4c	0x38	GateRoom_Init
0x0802bc84	0xe	GateRoom_Update
0x0802bc94	0x128	GateRoom_Tick
0x0802bdbc	0x19c	Gate_Tick
0x0802bf58	0xa6	EnemyWave_TickGateTimer
0x0802c000	0x200	EnemyWave_Update
0x0802c200	0x1e4	EntityPool_UpdateOwned
0x0802c3e4	0x1fc	EntityPool_SpawnEntry
0x0802c5e0	0x60	EntityPool_CheckSpawnable
0x0802c640	0x11c	EntityPool_AdvancePhase
0x0802c75c	0x90	EnemyLayout_Reset
0x0802c7ec	0x124	EnemySpawn_Tick
0x0802c910	0x144	Entity22_Update
0x0802ca54	0xe	sub_0802CA54
0x0802ca64	0xc	EntityPool_UpdateOwner58
0x0802ca70	0x10	EntityPool_UpdateOwner5B
0x0802ca80	0x40	Entity22_SpawnFromLayout
0x0802cac0	0x3c	EntityPool_AreAllCaptured
0x0802cafc	0x2d4	Enemy_PickNextStep
0x0802cdd0	0x90	Entity_MoveToEntry
0x0802ce60	0x310	Entity2_Tick
0x0802d170	0x124	sub_0802D170
0x0802d294	0xbc	sub_0802D294
0x0802d350	0x70	sub_0802D350
0x0802d3c0	0x4c	sub_0802D3C0
0x0802d40c	0x3c	sub_0802D40C
0x0802d448	0x3c	sub_0802D448
0x0802d484	0x28	sub_0802D484
0x0802d4ac	0x4c	sub_0802D4AC
0x0802d4f8	0xa	sub_0802D4F8
0x0802d504	0xe	sub_0802D504
0x0802d514	0x10	sub_0802D514
0x0802d524	0x4	RegisterRamReset
0x0802d528	0x6	sub_0802D528
0x0802d52e	0x6	VBlankIntrWait
0x0802d534	0x4	Div
0x0802d538	0x4	DivArm
0x0802d53c	0x6	sub_0802D53C
0x0802d542	0x6	ModArm
0x0802d548	0x4	Sqrt
0x0802d54c	0x4	sub_0802D54C
0x0802d550	0x4	sub_0802D550
0x0802d554	0x4	CpuSet
0x0802d558	0x4	CpuFastSet
0x0802d55c	0x4	sub_0802D55C
0x0802d560	0x4	ObjAffineSet
0x0802d564	0x4	sub_0802D564
0x0802d568	0x4	LZ77UnCompWram
0x0802d56c	0x14	LZ77UnCompVramAndGetSize
0x0802d580	0x4	HuffUnComp
0x0802d584	0x4	sub_0802D584
0x0802d588	0x4	sub_0802D588
0x0802d58c	0x4	sub_0802D58C
0x0802d590	0x4	sub_0802D590
0x0802d594	0x4	sub_0802D594
0x0802d598	0x4	sub_0802D598
0x0802d59c	0x6	SoundBiasSet
0x0802d5a2	0x6	sub_0802D5A2
0x0802d5a8	0x4	sub_0802D5A8
0x0802d5ac	0x4	SoundDriverMode
0x0802d5b0	0x4	SoundDriverMain
0x0802d5b4	0x4	sub_0802D5B4
0x0802d5b8	0x4	SoundChannelClear
0x0802d5bc	0x4	sub_0802D5BC
0x0802d5c0	0x4	sub_0802D5C0
0x0802d5c4	0x4	sub_0802D5C4
0x0802d5c8	0x4	sub_0802D5C8
0x0802d5cc	0x4	MusicPlayerStart
0x0802d5d0	0x4	sub_0802D5D0
0x0802d5d4	0x4	sub_0802D5D4
0x0802d5d8	0x4	MusicPlayerFadeOut
0x0802d5dc	0x6	MultiBoot
0x0802d5ec	0x184	SoundSystem_Transfer
0x0802d770	0x90	sub_0802D770
0x0802d800	0x90	sub_0802D800
0x0802d890	0x68	SoundSystem_SetPanParams
0x0802d8f8	0xa4	Sound_Reset
0x0802d99c	0x50	LevelLayout_SetupManager
0x0802d9ec	0x230	Sound_AllocVoice
0x0802dc1c	0xa0	SoundHandle_SetPan
0x0802dcbc	0xf4	Sound_SetChannelPan
0x0802ddb0	0x74	Sound_GetChannelPan
0x0802de24	0x78	SoundSlot_SetVolume
0x0802de9c	0x120	Sound_OpenStream
0x0802dfbc	0x50	SoundSlot_SetPitchScale
0x0802e00c	0xb0	SoundStream_UpdateCursor
0x0802e0bc	0x44	Sound_SetActiveCount
0x0802e100	0x3c	SoundHandle_Retire
0x0802e13c	0x48	Sound_DrainActiveSlots
0x0802e184	0x44	SoundHandle_IsActive
0x0802e1c8	0x58	SoundHandle_GetPeriod
0x0802e220	0x5c	Sound_GetChannelVolume
0x0802e27c	0x38	SoundSystem_SetMuteByActive
0x0802e2b4	0xc	SoundSystem_GetFlags
0x0802e2c0	0x14	SoundSystem_SetFlags
0x0802e2d4	0x18	SoundSystem_TestFlag
0x0802e2ec	0x20	SoundSystem_SetFlag
0x0802e30c	0x20	SoundSystem_ClearFlag
0x0802e32c	0x18	SoundSystem_SetVolCountA
0x0802e344	0x18	SoundSystem_SetVolCountB
0x0802e35c	0x10	SoundSystem_SetMasterVolHigh
0x0802e36c	0x14	SoundSystem_SetMasterVolLow
0x0802e380	0x14	MemZero
0x0802e394	0x18	Sound_MemCopy
0x0802e3ac	0x1c	SoundRng_Step
0x0802e3c8	0x30	Sound_Rand
0x0802e3f8	0x20	Sound_Unlock
0x0802e418	0x24	Sound_Lock
0x0802e43c	0x34	SoundLock_SlotOpen
0x0802e470	0x44	SoundLock_SlotClose
0x0802e4b4	0x34	SoundLock_SetPan
0x0802e4e8	0x40	SoundLock_SetEnable
0x0802e528	0x1c	SoundLock_CalcPeriod
0x0802e544	0x94	sub_0802E544
0x0802e5d8	0xac	Sound_EmitPsgPitch
0x0802e684	0xa0	SoundVolume_Emit
0x0802e724	0xa0	SoundChannel_Reset
0x0802e7c4	0xb0	sub_0802E7C4
0x0802e874	0xc0	Sound_AdjustPan
0x0802e934	0xf8	Sound_TickDualEnvelopes
0x0802ea2c	0x54	SoundEnvelope_SetOscillator
0x0802ea80	0xb4	SoundEnvelope_TickA0
0x0802eb34	0xc4	SoundEnvelope_SetRamp
0x0802ebf8	0x84	SoundEnvelope_InitClamp
0x0802ec7c	0xe0	Sound_UpdateChannelEnvelopesA
0x0802ed5c	0x94	Sound_TickSlotEnvelopeB
0x0802edf0	0x108	Sound_TickStreamHead
0x0802eef8	0x84	SoundChannel_SetEnvelopeC
0x0802ef7c	0xd8	Sound_ApplyEnvelopeC
0x0802f054	0x2a8	Sound_TickEnvelopeC
0x0802f2fc	0x9c	SoundPan_Tick
0x0802f398	0x118	SoundPan_UpdateMixEntry
0x0802f4b0	0x3c0	SoundMixer_VBlankUpdate
0x0802f870	0x14	Sound_WritePsgDuty
0x0802f884	0xc	Sound_WriteNoiseFreq
0x0802f890	0x60	Sound_WritePsgVolume
0x0802f8f0	0x40	Sound_MarkChannelFullDirty
0x0802f930	0x6c	Sound_LoadWaveRam
0x0802f99c	0x54	sub_0802F99C
0x0802f9f0	0x70	Sound_RetireChannel
0x0802fa60	0x58	Sound_UpdateStreamPeriod
0x0802fab8	0x4a0	sub_0802FAB8
0x0802ff58	0x200	SoundMixer_VBlankTick
0x08030158	0x6c	sub_08030158
0x080301c4	0xa0	Sound_CalcNotePeriod
0x08030264	0x2c	SoundPeriod_Reset
0x08030290	0x7c	Sound_StartDma
0x0803030c	0x80	SoundOp_RetireChannel
0x0803038c	0xd0	SoundOp_SetPeriod
0x0803045c	0x98	SoundOp_GateOff
0x080304f4	0x150	SoundOp_Wait
0x08030644	0x158	sub_08030644
0x0803079c	0x70	SoundOp_SetPitchRel
0x0803080c	0xa4	SoundOp_SetAcc1
0x080308b0	0xf0	Sound_LoadStreamSlot
0x080309a0	0xa4	SoundOpcode_TriggerStream
0x08030a44	0xf0	SoundOpcode_SetStreamLoop
0x08030b34	0x118	sub_08030B34
0x08030c4c	0x140	sub_08030C4C
0x08030d8c	0xc4	sub_08030D8C
0x08030e50	0x540	sub_08030E50
0x08031390	0x6c	sub_08031390
0x080313fc	0xb0	sub_080313FC
0x080314ac	0x94	sub_080314AC
0x08031540	0x98	sub_08031540
0x080315d8	0x60	Sound_OpcodeDispatch
0x08031638	0x50	SoundOpcode_SetStreamPan
0x08031688	0x54	sub_08031688
0x080316dc	0x20	SoundOp_SetEnvelopeOscillator
0x080316fc	0x24	sub_080316FC
0x08031720	0x28	SoundOp_SetEnvelopeRamp
0x08031748	0x14	SoundOp_Jump
0x0803175c	0x3c	sub_0803175C
0x08031798	0x18	SoundOp_Call
0x080317b0	0x10	SoundOp_Return
0x080317c0	0x20	SoundOp_SetEnvelopeC
0x080317e0	0x44	sub_080317E0
0x08031824	0x44	sub_08031824
0x08031868	0x34	sub_08031868
0x0803189c	0xc	SoundOp_Skip2
0x080318a8	0x48	sub_080318A8
0x080318f0	0x20	sub_080318F0
0x08031910	0x3c	sub_08031910
0x0803194c	0x4c	sub_0803194C
0x08031998	0x28	sub_08031998
0x080319c0	0x3c	sub_080319C0
0x080319fc	0x4c	sub_080319FC
0x08031a48	0x6c	sub_08031A48
0x08031ab4	0xd0	sub_08031AB4
0x08031b84	0x34	sub_08031B84
0x08031bb8	0x4c	sub_08031BB8
0x08031c04	0x60	sub_08031C04
0x08031c64	0x20	sub_08031C64
0x08031c84	0xa8	sub_08031C84
0x08031d2c	0x90	sub_08031D2C
0x08031dbc	0x68	SoundSlot_CalcStreamTiming
0x08031e24	0x1b8	SoundSlot_Load
0x08031fdc	0xb8	SoundRequest_Drain
0x08032094	0xb4	SoundRequestSlot_Drain
0x08032148	0xb8	SoundSystem_IsActive
0x08032200	0xe8	sub_08032200
0x080322e8	0xe4	sub_080322E8
0x080323cc	0x1e4	sub_080323CC
0x080325b0	0x2e4	Sound_ProcessRequests
0x08032894	0x70	SoundSlot_InitParams
0x08032904	0x98	SoundChannel_SetState
0x0803299c	0x58	SoundChannel_Init
0x080329f4	0x2c	SoundSlot_QueueRequest
0x08032a20	0x34	SoundSlot_ClearInProgress
0x08032a54	0x44	SoundSlot_QueueId
0x08032a98	0x8	SoundSlot_Stride
0x08032aa0	0x78	SoundSystem_InitRequestSlot
0x08032b18	0x88	SoundSlot_PickByPriority
0x08032ba0	0x28	SoundChannel_CheckPriority
0x08032bc8	0x50	SoundVoice_Init
0x08032c18	0x1ec	sub_08032C18
0x08032e04	0x18	BuildRangeTable
0x08032e1c	0x1c	SoundIrqEnable_ARM
0x08032e38	0xa70	SoundIrqDisable_ARM
0x080338a8	0x44	Eeprom_SetSizeConfig
0x080338ec	0x24	Eeprom_TickTimer
0x08033910	0x38	Timer_SetIrqHandler
0x08033948	0x64	sub_08033948
0x080339ac	0x44	sub_080339AC
0x080339f0	0x80	sub_080339F0
0x08033a70	0xb8	sub_08033A70
0x08033b28	0xe4	sub_08033B28
0x08033c0c	0x98	sub_08033C0C
0x08033ca4	0x32	__ashldi3
0x08033cd8	0x4	_call_via_r0
0x08033cdc	0x4	_call_via_r1
